timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-09-05T00:00:00.000Z";"2023-09-05T23:59:59.999Z";"2023-09-05T15:19:00.000Z";"2023-09-05T03:25:00.000Z";215.2110103004;215.7219955673;213.6724345838;214.478129064;298056096.4;32997418545.33;"2023-09-05T23:59:59.999Z"
"2023-09-04T00:00:00.000Z";"2023-09-04T23:59:59.999Z";"2023-09-04T14:19:00.000Z";"2023-09-04T13:04:00.000Z";214.3931049191;216.2675136565;213.2823725263;215.1975054932;364530692.85;33108119936.54;"2023-09-04T23:59:59.999Z"
"2023-09-03T00:00:00.000Z";"2023-09-03T23:59:59.999Z";"2023-09-03T12:51:00.000Z";"2023-09-03T16:55:00.000Z";214.4548208635;215.1149037527;213.4119580634;214.3999450438;264565517.66;32985441374.76;"2023-09-03T23:59:59.999Z"
"2023-09-02T00:00:00.000Z";"2023-09-02T23:59:59.999Z";"2023-09-02T15:28:00.000Z";"2023-09-02T18:31:00.000Z";213.6269174911;215.5995035976;213.2905393376;214.448547336;291979875.55;32992942464.21;"2023-09-02T23:59:59.999Z"
"2023-09-01T00:00:00.000Z";"2023-09-01T23:59:59.999Z";"2023-09-01T00:49:00.000Z";"2023-09-01T17:43:00.000Z";216.5984771091;217.965741771;211.5917153283;213.6305479963;438229562.21;32867117169.89;"2023-09-01T23:59:59.999Z"
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T11:46:00.000Z";"2023-08-31T21:10:00.000Z";223.8185689883;225.5888760801;215.4484313552;216.5977861687;428616638.93;33323655435.27;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T00:04:00.000Z";"2023-08-30T16:52:00.000Z";226.8701484943;227.0490083018;221.9781441511;223.7994308308;359750612;34431659640.73;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T14:46:00.000Z";"2023-08-29T10:40:00.000Z";218.7215071395;233.060015308;217.0478708672;226.8628766219;593296660.7;34903000575.6;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T23:28:00.000Z";"2023-08-28T08:19:00.000Z";218.3582483497;218.970014328;215.8501962872;218.7185655726;332786869.36;33650022331.15;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T17:01:00.000Z";"2023-08-27T04:31:00.000Z";216.3699467882;219.5391816109;216.0804044823;218.3580031903;325410552.94;33594578271.57;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T00:28:00.000Z";"2023-08-26T23:46:00.000Z";218.3317976761;218.7864333538;216.2140406404;216.3642380953;273738258.4;33287858207.8;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T00:06:00.000Z";"2023-08-25T05:08:00.000Z";218.6810921047;219.2549973138;214.2651614151;218.3310621824;423891091.63;33590478887.31;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T11:22:00.000Z";"2023-08-24T20:58:00.000Z";216.4448390802;220.3855193478;215.8997365458;218.6463910051;394620698.33;33639019170.31;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T19:50:00.000Z";"2023-08-23T00:00:00.000Z";210.8186910362;218.3167066993;210.8186910362;216.3992966395;566160608.17;33293304052.03;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T23:17:00.000Z";"2023-08-22T16:28:00.000Z";210.579950858;211.8742526067;204.3991384887;210.8343571151;637832641.42;32437179621.73;"2023-08-22T23:59:59.999Z"
"2023-08-21T00:00:00.000Z";"2023-08-21T23:59:59.999Z";"2023-08-21T01:09:00.000Z";"2023-08-21T15:31:00.000Z";216.6307915177;216.7411792759;207.5687710083;210.6389532912;582113966.52;32407148960.35;"2023-08-21T23:59:59.999Z"
"2023-08-20T00:00:00.000Z";"2023-08-20T23:59:59.999Z";"2023-08-20T20:47:00.000Z";"2023-08-20T15:11:00.000Z";217.0158488689;217.8824235409;215.6808645451;216.6358017322;297744716.62;33329801761.41;"2023-08-20T23:59:59.999Z"
"2023-08-19T00:00:00.000Z";"2023-08-19T23:59:59.999Z";"2023-08-19T17:00:00.000Z";"2023-08-19T07:20:00.000Z";216.1444827825;218.9975908586;214.3288438049;216.9994472153;477267427.54;33385777381.9;"2023-08-19T23:59:59.999Z"
"2023-08-18T00:00:00.000Z";"2023-08-18T23:59:59.999Z";"2023-08-18T00:10:00.000Z";"2023-08-18T03:22:00.000Z";218.5657298052;220.1370055609;214.0222491255;216.112548643;567051050.26;33249357708.94;"2023-08-18T23:59:59.999Z"
"2023-08-17T00:00:00.000Z";"2023-08-17T23:59:59.999Z";"2023-08-17T00:16:00.000Z";"2023-08-17T21:52:00.000Z";231.8725797466;232.1050586845;214.5474335482;218.5358420485;786294217.62;33622225777.67;"2023-08-17T23:59:59.999Z"
"2023-08-16T00:00:00.000Z";"2023-08-16T23:59:59.999Z";"2023-08-16T00:22:00.000Z";"2023-08-16T21:22:00.000Z";236.6897038038;237.0142223082;231.2051647657;231.8687499668;461572144.2;35673568328.27;"2023-08-16T23:59:59.999Z"
"2023-08-15T00:00:00.000Z";"2023-08-15T23:59:59.999Z";"2023-08-15T01:13:00.000Z";"2023-08-15T19:16:00.000Z";240.3504669423;240.4103015204;235.3605318349;236.6795738891;482870297.16;36411284995.21;"2023-08-15T23:59:59.999Z"
"2023-08-14T00:00:00.000Z";"2023-08-14T23:59:59.999Z";"2023-08-14T05:01:00.000Z";"2023-08-14T02:22:00.000Z";240.0412745529;241.0249274095;239.7473669671;240.3392438653;381157536.01;36976850145.7;"2023-08-14T23:59:59.999Z"
"2023-08-13T00:00:00.000Z";"2023-08-13T23:59:59.999Z";"2023-08-13T20:05:00.000Z";"2023-08-13T22:43:00.000Z";240.2696905138;241.6295887235;239.9025931807;240.0333445417;296580782.84;36929825440.41;"2023-08-13T23:59:59.999Z"
"2023-08-12T00:00:00.000Z";"2023-08-12T23:59:59.999Z";"2023-08-12T13:34:00.000Z";"2023-08-12T00:13:00.000Z";239.7035625022;241.0026122047;239.4037738667;240.2736169342;284512148.64;36966826102.04;"2023-08-12T23:59:59.999Z"
"2023-08-11T00:00:00.000Z";"2023-08-11T23:59:59.999Z";"2023-08-11T01:34:00.000Z";"2023-08-11T16:14:00.000Z";241.2607256209;241.9139173252;238.3598000052;239.7068963883;386856576.31;36879667898.93;"2023-08-11T23:59:59.999Z"
"2023-08-10T00:00:00.000Z";"2023-08-10T23:59:59.999Z";"2023-08-10T02:18:00.000Z";"2023-08-10T19:34:00.000Z";243.8855401305;243.9260949128;240.3945929471;241.2624696955;365863689.57;37119032079.6;"2023-08-10T23:59:59.999Z"
"2023-08-09T00:00:00.000Z";"2023-08-09T23:59:59.999Z";"2023-08-09T00:39:00.000Z";"2023-08-09T20:08:00.000Z";245.1363071007;245.3402726377;242.7664985138;243.8936438522;399576464.1;37523886294.12;"2023-08-09T23:59:59.999Z"
"2023-08-08T00:00:00.000Z";"2023-08-08T23:59:59.999Z";"2023-08-08T18:28:00.000Z";"2023-08-08T02:04:00.000Z";241.7918765464;247.6473723774;241.3301998178;245.1498988782;504987527.74;37717205287.72;"2023-08-08T23:59:59.999Z"
"2023-08-07T00:00:00.000Z";"2023-08-07T23:59:59.999Z";"2023-08-07T01:34:00.000Z";"2023-08-07T16:21:00.000Z";242.7916845607;244.3242472536;239.9353712231;241.7974947464;425652308.85;37201467454.42;"2023-08-07T23:59:59.999Z"
"2023-08-06T00:00:00.000Z";"2023-08-06T23:59:59.999Z";"2023-08-06T09:06:00.000Z";"2023-08-06T23:55:00.000Z";242.9603036639;245.1790230293;242.6147311919;242.7985949794;417704184.9;37355531392.33;"2023-08-06T23:59:59.999Z"
"2023-08-05T00:00:00.000Z";"2023-08-05T23:59:59.999Z";"2023-08-05T21:35:00.000Z";"2023-08-05T02:04:00.000Z";241.4896647302;243.0277209686;240.0903917133;242.9593467087;300760368.97;37380375232.49;"2023-08-05T23:59:59.999Z"
"2023-08-04T00:00:00.000Z";"2023-08-04T23:59:59.999Z";"2023-08-04T17:05:00.000Z";"2023-08-04T20:52:00.000Z";241.0428560037;243.1554748085;240.4522857307;241.4760117512;370373498.99;37152196085.96;"2023-08-04T23:59:59.999Z"
"2023-08-03T00:00:00.000Z";"2023-08-03T23:59:59.999Z";"2023-08-03T15:02:00.000Z";"2023-08-03T08:28:00.000Z";240.5099863245;241.5832532581;238.5096411258;241.0615231873;400525695.95;37088465667.74;"2023-08-03T23:59:59.999Z"
"2023-08-02T00:00:00.000Z";"2023-08-02T23:59:59.999Z";"2023-08-02T00:28:00.000Z";"2023-08-02T16:58:00.000Z";247.4903170343;248.5115564717;236.8917735866;240.4946411686;650256384.94;37001289151.88;"2023-08-02T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-01T23:59:59.999Z";"2023-08-01T23:59:00.000Z";"2023-08-01T02:13:00.000Z";241.1280474149;247.5050201474;238.5302373811;247.5050201474;830645013.36;38079910676.88;"2023-08-01T23:59:59.999Z"
"2023-07-31T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-31T02:37:00.000Z";"2023-07-31T21:04:00.000Z";242.5195979582;244.2025723965;240.7644436815;241.120655869;1092564921.58;37097683428.26;"2023-07-31T23:59:59.999Z"
"2023-07-30T00:00:00.000Z";"2023-07-30T23:59:59.999Z";"2023-07-30T18:01:00.000Z";"2023-07-30T20:13:00.000Z";242.5822129189;243.7857200076;240.9251815547;242.5259857542;425584373.39;37313939994.05;"2023-07-30T23:59:59.999Z"
"2023-07-29T00:00:00.000Z";"2023-07-29T23:59:59.999Z";"2023-07-29T23:46:00.000Z";"2023-07-29T09:52:00.000Z";241.9713447481;242.7262670133;241.3231329761;242.5763643068;317500344.01;37321723681.52;"2023-07-29T23:59:59.999Z"
"2023-07-28T00:00:00.000Z";"2023-07-28T23:59:59.999Z";"2023-07-28T20:40:00.000Z";"2023-07-28T05:58:00.000Z";240.5051330378;242.796997595;239.9878679973;241.9770424637;388148321.64;37229548135.81;"2023-07-28T23:59:59.999Z"
"2023-07-27T00:00:00.000Z";"2023-07-27T23:59:59.999Z";"2023-07-27T05:17:00.000Z";"2023-07-27T00:50:00.000Z";238.9601192446;243.1635161872;238.6384485845;240.4987870349;433186880.47;37002146211.44;"2023-07-27T23:59:59.999Z"
"2023-07-26T00:00:00.000Z";"2023-07-26T23:59:59.999Z";"2023-07-26T21:22:00.000Z";"2023-07-26T01:37:00.000Z";237.8190827684;240.2377136488;236.6411336443;238.9623644386;417581395.2;36765797234.63;"2023-07-26T23:59:59.999Z"
"2023-07-25T00:00:00.000Z";"2023-07-25T23:59:59.999Z";"2023-07-25T03:07:00.000Z";"2023-07-25T14:52:00.000Z";238.9640995501;239.6372021638;236.9994122967;237.8085628438;366519529.15;36588314323.11;"2023-07-25T23:59:59.999Z"
"2023-07-24T00:00:00.000Z";"2023-07-24T23:59:59.999Z";"2023-07-24T00:58:00.000Z";"2023-07-24T15:16:00.000Z";242.4494288498;242.8918710092;236.2923959589;238.9462168368;451906471.96;36763385107.77;"2023-07-24T23:59:59.999Z"
"2023-07-23T00:00:00.000Z";"2023-07-23T23:59:59.999Z";"2023-07-23T18:55:00.000Z";"2023-07-23T00:13:00.000Z";241.0546507269;243.9764850145;240.7612194629;242.4559593943;279600847.41;37303420951.91;"2023-07-23T23:59:59.999Z"
"2023-07-22T00:00:00.000Z";"2023-07-22T23:59:59.999Z";"2023-07-22T03:22:00.000Z";"2023-07-22T23:43:00.000Z";243.8090835592;244.8587282186;240.5126125362;241.0307444208;310128851.49;37076059806.11;"2023-07-22T23:59:59.999Z"
"2023-07-21T00:00:00.000Z";"2023-07-21T23:59:59.999Z";"2023-07-21T12:49:00.000Z";"2023-07-21T00:40:00.000Z";242.7542948254;245.1633402102;242.3674804783;243.788993041;413015397.71;37508583495.91;"2023-07-21T23:59:59.999Z"
"2023-07-20T00:00:00.000Z";"2023-07-20T23:59:59.999Z";"2023-07-20T21:46:00.000Z";"2023-07-20T15:03:00.000Z";241.138888196;243.1425981377;240.3877448873;242.7331435117;485038742.74;37346172591.35;"2023-07-20T23:59:59.999Z"
"2023-07-19T00:00:00.000Z";"2023-07-19T23:59:59.999Z";"2023-07-19T05:34:00.000Z";"2023-07-19T00:10:00.000Z";240.2741775105;243.9277082509;239.9935912387;241.1608057644;499664149.06;37104300789.72;"2023-07-19T23:59:59.999Z"
"2023-07-18T00:00:00.000Z";"2023-07-18T23:59:59.999Z";"2023-07-18T02:08:00.000Z";"2023-07-18T17:07:00.000Z";244.3345755376;246.5308562662;238.7042272648;240.2649336384;751858394.14;37444894293.48;"2023-07-18T23:59:59.999Z"
"2023-07-17T00:00:00.000Z";"2023-07-17T23:59:59.999Z";"2023-07-17T22:32:00.000Z";"2023-07-17T10:43:00.000Z";242.6580896078;244.6820344164;240.5975967551;244.3530023238;671028354.44;38082054340.4;"2023-07-17T23:59:59.999Z"
"2023-07-16T00:00:00.000Z";"2023-07-16T23:59:59.999Z";"2023-07-16T00:25:00.000Z";"2023-07-16T23:58:00.000Z";251.098236458;251.8824181632;242.5801455747;242.6568286756;441487282.94;37817749646;"2023-07-16T23:59:59.999Z"
"2023-07-15T00:00:00.000Z";"2023-07-15T23:59:59.999Z";"2023-07-15T10:22:00.000Z";"2023-07-15T00:10:00.000Z";248.1755271503;252.5372672708;247.5080680117;251.0997042754;422767367.54;39133595749.35;"2023-07-15T23:59:59.999Z"
"2023-07-14T00:00:00.000Z";"2023-07-14T23:59:59.999Z";"2023-07-14T04:06:00.000Z";"2023-07-14T20:35:00.000Z";256.4642150685;261.1026000435;244.2756694943;248.1916152404;799468587.63;38680409333.98;"2023-07-14T23:59:59.999Z"
"2023-07-13T00:00:00.000Z";"2023-07-13T23:59:59.999Z";"2023-07-13T18:16:00.000Z";"2023-07-13T04:14:00.000Z";244.0022336355;257.2656099145;243.0497316464;256.489694557;761150981.84;39973699058.51;"2023-07-13T23:59:59.999Z"
"2023-07-12T00:00:00.000Z";"2023-07-12T23:59:59.999Z";"2023-07-12T03:07:00.000Z";"2023-07-12T19:37:00.000Z";248.5380798528;250.3406494702;242.8033662694;244.0198881383;505389149.87;38030335059.64;"2023-07-12T23:59:59.999Z"
"2023-07-11T00:00:00.000Z";"2023-07-11T23:59:59.999Z";"2023-07-11T22:55:00.000Z";"2023-07-11T00:37:00.000Z";245.8962671245;249.205393445;244.9390052581;248.5383349731;536228376.78;38734572405.4;"2023-07-11T23:59:59.999Z"
"2023-07-10T00:00:00.000Z";"2023-07-10T23:59:59.999Z";"2023-07-10T20:07:00.000Z";"2023-07-10T08:22:00.000Z";234.2329587607;246.299694268;232.0075661217;245.8742665927;834091612.56;38319420238.35;"2023-07-10T23:59:59.999Z"
"2023-07-09T00:00:00.000Z";"2023-07-09T23:59:59.999Z";"2023-07-09T01:11:00.000Z";"2023-07-09T14:19:00.000Z";236.294553633;237.0195156427;233.4760410273;234.2283628487;289327973.09;36504451694.06;"2023-07-09T23:59:59.999Z"
"2023-07-08T00:00:00.000Z";"2023-07-08T23:59:59.999Z";"2023-07-08T08:40:00.000Z";"2023-07-08T19:34:00.000Z";235.6102578439;237.4119143161;234.6371446645;236.2873817581;319300745.94;36825384935.98;"2023-07-08T23:59:59.999Z"
"2023-07-07T00:00:00.000Z";"2023-07-07T23:59:59.999Z";"2023-07-07T14:57:00.000Z";"2023-07-07T00:04:00.000Z";232.3334248625;236.0791153428;231.6457438946;235.6211530833;418416863.58;36721589170.81;"2023-07-07T23:59:59.999Z"